text,label
Looking good as always!! @misstessmacher (created at:2013-03-07 20:28:18),non-cyberbullying
Always looking great. Just look at that bum. (created at:2013-03-08 02:15:00),non-cyberbullying
SWEET JESUS!!!!! (created at:2013-03-08 05:10:15),non-cyberbullying
Dope (created at:2013-03-08 11:42:01),non-cyberbullying
Nice butt (created at:2013-03-09 07:34:51),non-cyberbullying
Nice tits and butt (created at:2013-03-11 20:11:45),non-cyberbullying
You need to do playboy (created at:2013-03-12 16:23:11),non-cyberbullying
so so so gorgeous hun (created at:2013-03-14 15:26:36),non-cyberbullying
Nice ass and secy (created at:2013-06-24 21:45:16),non-cyberbullying
Sexy (created at:2013-06-24 21:45:19),non-cyberbullying
You are my dream girl!!!! ___¥____ (created at:2013-09-28 03:27:49),non-cyberbullying
Show your tits (created at:2013-12-03 00:25:35),cyberbullying
Yes and you are sexy (created at:2013-12-05 01:25:28),non-cyberbullying
Hottest woman to ever walk the earth (created at:2014-01-11 03:29:58),non-cyberbullying
Awesome! (created at:2013-03-09 06:09:17),non-cyberbullying
Sick!! (created at:2013-03-09 06:09:42),non-cyberbullying
Bad ass! Great job @jamesstrickland (created at:2013-03-09 06:10:24),non-cyberbullying
Sick as fuck! (created at:2013-03-09 06:13:05),non-cyberbullying
Beast bro (created at:2013-03-09 06:13:41),non-cyberbullying
Damn thats sick man!! (created at:2013-03-09 06:13:51),non-cyberbullying
Dope bro!!! (created at:2013-03-09 06:15:14),non-cyberbullying
Sick (created at:2013-03-09 06:15:15),non-cyberbullying
That's the maddest hand I've seen! (created at:2013-03-09 06:18:17),non-cyberbullying
Fucking kick ass James @jamesstrickland (created at:2013-03-09 06:24:10),non-cyberbullying
Rad___ (created at:2013-03-09 06:28:11),non-cyberbullying
Dat shit looks fucking sick!!!!!! I just threw up lol BAD FUCKING ASS (created at:2013-03-09 06:29:46),non-cyberbullying
Fuckin epic! (created at:2013-03-09 06:35:47),non-cyberbullying
Sick!! (created at:2013-03-09 06:51:07),non-cyberbullying
james you killed this one this looks amazing!! (created at:2013-03-09 06:55:28),non-cyberbullying
Badd Ass! (created at:2013-03-09 07:02:01),non-cyberbullying
Dude! That's crazy (created at:2013-03-09 07:07:29),non-cyberbullying
Wow man. That is awesome __¥ (created at:2013-03-09 07:19:53),non-cyberbullying
Killing it! (created at:2013-03-09 07:28:24),non-cyberbullying
Wicked!! (created at:2013-03-09 07:58:31),non-cyberbullying
Fucking sick homie !!! @jamesstrickland (created at:2013-03-09 08:17:59),non-cyberbullying
@sean_foy @reemoner (created at:2013-03-09 08:27:21),non-cyberbullying
That is really fucking cool (created at:2013-03-09 08:33:49),non-cyberbullying
Goddamn James this is TOUGH AS NAILS !! @trueking @mrs_sacredart (created at:2013-03-09 08:48:36),non-cyberbullying
@christinaevolved (created at:2013-03-09 08:49:06),non-cyberbullying
@gplcs @sean_foy banging! (created at:2013-03-09 08:52:47),non-cyberbullying
That's fuckin sick (created at:2013-03-09 09:09:31),non-cyberbullying
Woooooow @svamponaut (created at:2013-03-09 09:22:19),non-cyberbullying
This is just sexy beyond words. (created at:2013-03-09 09:36:54),non-cyberbullying
Unbelievable mate __¥ (created at:2013-03-09 10:43:13),non-cyberbullying
Way to kick ass son. (created at:2013-03-09 12:49:46),non-cyberbullying
@ynarvaez i want the crows and skulls to be added on my tattoo already! @urpayaso (created at:2013-03-09 18:07:23),non-cyberbullying
Dope! (created at:2013-03-10 03:38:34),non-cyberbullying
@oldbetsy yeah this is sick (created at:2013-03-10 03:46:01),non-cyberbullying
Soo fkn sickkkk (created at:2013-03-10 07:55:33),non-cyberbullying
Insane (created at:2013-03-10 16:55:07),non-cyberbullying
@stpierrev tien check son stuff ye fou (created at:2013-03-10 18:59:30),non-cyberbullying
@jnicr haha sick!!! (created at:2013-03-10 19:46:22),non-cyberbullying
So sick! (created at:2013-03-11 03:23:29),non-cyberbullying
Sick bro killer tattoo (created at:2013-03-11 05:53:11),non-cyberbullying
Thanks @fonzygreaskull55 @josh_rogue_bats_brennan @13thebride13 @reemoner @conways_rs (created at:2013-03-11 09:01:55),non-cyberbullying
Thanks @slicknicck @shawnee11759 @thomaspollardtattoo @dstrickland805 @irishink777 (created at:2013-03-11 09:02:35),non-cyberbullying
Thanks @ynarvaez @samtrevino @stpierrev @951booger @chargin50 (created at:2013-03-11 09:03:15),non-cyberbullying
Thanks @nicolemariemccord @pistolmagazine @tat2sbyed @schroederbuilt @angelsicks (created at:2013-03-11 09:03:39),non-cyberbullying
Thanks @rolyviruez @kevinramos2000 @tattooafterlife @dillon_arellanes @vintage_livin (created at:2013-03-11 09:04:05),non-cyberbullying
Thanks @psycho_logical2011 @_kdm_ @dranksippa214 @numbs_ @bobbytru (created at:2013-03-11 09:04:37),non-cyberbullying
Thanks means a lot guys @josh_duffy @booboonegrete @fonzygreaskull55 @llewellyn (created at:2013-03-11 09:05:54),non-cyberbullying
Thanks for lookin @danyankee @larkin181 @mamadigger @sathaphone (created at:2013-03-11 09:06:29),non-cyberbullying
Pretty sure that dude is from Tahoe! sick placement @jamesstrickland ! one of the best hand tatt's I've seen! (created at:2013-03-11 17:19:54),non-cyberbullying
So good @jamesstrickland (created at:2013-03-11 19:01:35),non-cyberbullying
This is incredible!! (created at:2013-03-14 16:24:28),non-cyberbullying
Thanks @billlvs2ride @unclejeremy @missmarshall_tattoo (created at:2013-03-19 20:20:12),non-cyberbullying
#tattooistartmag (created at:2013-03-19 20:20:19),non-cyberbullying
@jamesstrickland DUDE.... this is fucking SEXY (created at:2013-03-21 19:10:12),non-cyberbullying
Thanks @nicolemariemccord (created at:2013-03-21 19:14:13),non-cyberbullying
@chris_jensen_tattooist awesome (created at:2013-04-13 05:34:21),non-cyberbullying
So fkin good. Awesome work man. Thanks for the add (created at:2013-06-04 03:26:06),non-cyberbullying
Ur work is epic sir (created at:2013-06-25 22:29:03),non-cyberbullying
Wet @19cris92 (created at:2013-06-26 07:45:54),non-cyberbullying
Fuckin dope!!! (created at:2013-06-26 08:37:37),non-cyberbullying
Dope as fuck! (created at:2013-07-22 07:01:10),non-cyberbullying
OMG,non-cyberbullying
Sooo fancy___¥ (created at:2013-03-09 19:42:11),non-cyberbullying
Same. (created at:2013-03-09 19:45:36),non-cyberbullying
What shoe? (created at:2013-03-09 19:53:56),non-cyberbullying
@_robmarley__ jim greco (created at:2013-03-09 19:58:55),non-cyberbullying
disappointed man i was rilly hopeing that you would win (created at:2013-03-09 20:06:39),non-cyberbullying
Disappointed 2!!!!! (created at:2013-03-09 21:05:16),non-cyberbullying
#feetpicseverywhere (created at:2013-03-09 21:10:45),non-cyberbullying
Dem nerves man (created at:2013-03-09 22:25:50),non-cyberbullying
I have those haha (created at:2013-03-09 22:30:24),non-cyberbullying
Do you got nervous when you heard that you'll have to play a game of skate with @toreypudwill1 (created at:2013-03-09 23:16:12),non-cyberbullying
I got them socks,non-cyberbullying
Dude I have the same ones and everyone at skool asks me if they r two different socks___ @nickfucker (created at:2013-03-10 01:41:14),non-cyberbullying
I got the same sock nick there sick (created at:2013-03-11 12:42:12),non-cyberbullying
Dude those aren't even cool. (created at:2013-03-20 03:46:43),non-cyberbullying
@nickfucker good job representing gay pride faggot (created at:2013-03-20 03:47:05),non-cyberbullying
Stancesocks are my favorite! So comfy! (created at:2013-08-26 18:06:49),non-cyberbullying
You against gays you cuntsuckin piece of ignorant shit? @wes_bateman (created at:2013-12-20 04:22:42),cyberbullying
Yes (created at:2013-12-20 04:23:34),non-cyberbullying
Do you have something against straight people? Homo @super_dudester (created at:2013-12-20 04:35:44),non-cyberbullying
O my fuckin god your a dumb fuck! Ha! No I don't,cyberbullying
Are you* (created at:2013-12-20 04:59:01),non-cyberbullying
Call me homo again you bitch ass faggot @wes_bateman (created at:2013-12-20 05:01:29),cyberbullying
Homo @super_dudester #tryingwaytoohardtobehip (created at:2013-12-20 05:07:21),non-cyberbullying
Homo @super_dudester #tryingwaytoohardtobehip (created at:2013-12-20 05:08:20),non-cyberbullying
Cunt @wes_bateman (created at:2013-12-20 05:08:24),cyberbullying
If that was your response to me calling you a homo after you warned me not to,cyberbullying
I am what I eat @wes_bateman (created at:2013-12-20 05:35:22),non-cyberbullying
You never answered my question why ate you against gays? @wes_bateman (created at:2013-12-20 05:36:14),non-cyberbullying
Are you* (created at:2013-12-20 05:36:28),non-cyberbullying
Answer bitch @wes_bateman (created at:2013-12-20 07:10:43),cyberbullying
Block me again nigger you be against gays I'll be fuckin racist @wes_duey (created at:2013-12-24 03:41:32),cyberbullying
@super_rad_dude sweet all I'm all for the racism but if you come close with the fag shit I'm gonna touch your willy like your uncle did in 4th grade (created at:2013-12-24 04:07:03),non-cyberbullying
Your a faggot come and get me faggot then I'll fuck you like your uncle fucked you faggot @wes_duey (created at:2013-12-24 04:13:00),cyberbullying
Faggot @wes_duey (created at:2013-12-24 04:13:08),cyberbullying
I thought you were all about gay rights dumbass (created at:2013-12-24 04:16:49),cyberbullying
I def agree! Don't know why ppl come on here just to be negative. I always say to each his own,non-cyberbullying
Wow imake_it_hot..... Ur sooooooo impressive! Talking shit to a fellow military peer. Gtfu before ur superior see this. (created at:2013-03-10 04:57:43),non-cyberbullying
Well that escalated quickly *in my anchorman voice* (created at:2013-03-10 04:58:44),non-cyberbullying
Hahaha I feels you homie! I gots the same problemo.. #bitchesbehating just like this dude @mostchildish_jhalo_mm like who are you! You're the punk bitch,non-cyberbullying
I will never figure out Americans...bitch talking to ppl who serve for the same country. You smack talkers should be ashamed of yourselves!!! Get off your donkeys...u aren't respected when you talk like savages! Ugh pathetic (created at:2013-03-10 05:01:53),non-cyberbullying
Haha talking shit to a fellow military peer? Hes a cherry in the military world and has no experience at all. None of my chain of command would care they would agree and laugh at how you dumbass people are sticking up for them like theyve done something. Fuck out of here. (created at:2013-03-10 05:02:07),cyberbullying
@hisbiznitch (created at:2013-03-10 05:02:21),non-cyberbullying
Lmao all you internet thugs think your somthin but i still stick to my boys we in the fight everyday and not a homo who doesnt do shit and tells stories to his friends like hes somthin. This convo would not go your way if you were sitting next to me on your phone (created at:2013-03-10 05:03:40),non-cyberbullying
@hashtagdestiny he's an Airman. Deserves the same respect no doubt. But a soldier is someone in the army. Marine is someone in the marine corps. A sailor is someone in the Navy. (created at:2013-03-10 05:04:20),non-cyberbullying
They just mad cuz u on tv lmao. These dudes jealous. Let em hate. They bored w/wat they do obviously @javim9 (created at:2013-03-10 05:05:08),non-cyberbullying
@javim9 your punk ass is going to korea not even deploying to war. You dont make bombs you might load them. You deserve no respect just because you signed your name. You have no combat experience military experience and probably still shoot an m16. (creat,cyberbullying
@alecia2314 your a girl this conversation doesnt concern you (created at:2013-03-10 05:07:38),non-cyberbullying
@imake_it_hot stfu lmao u have no idea see..... hating again.....ur expertise. U just MAD BRO (created at:2013-03-10 05:09:36),non-cyberbullying
It does concern me when you're disrespecting my family! @mostchildish_jhalo_mm haha and bc I'm a female means nothing when it comes to this convo. But I'm not wasting anymore of my energy on you. Just saying you may want to watch who you open your mouth to. (created at:2013-03-10 05:10:42),non-cyberbullying
thanks for serving @javim9 :) my sister is a staff sergeant working TMO @ Seymour Johnson AFB in North Carolina! good luck in all your travels & stay safe!!! Hi Kail!!!! :) __¥ (created at:2013-03-10 05:11:03),non-cyberbullying
@reginasnider this bitch right here! Like foreal go grab a cookie and a coke you fat ugly no life having 300lb looking all the air gasping piece of shit. Go on and lose weight and possibly try and join the military before you talk shit (created at:2013-03,cyberbullying
@jboo_19 u trippin. U sound mad too. Wat happened to u? (created at:2013-03-10 05:14:17),non-cyberbullying
Bahahahahaha you instagram thug its easy to talk shit on a keyboard aint it? Shut the fuck up you aint got no idea what your talkin about...dumb bitch (created at:2013-03-10 05:15:25),non-cyberbullying
Ya... petty is the perfect word @hashtagdestiny u hit the nail on the head lol (created at:2013-03-10 05:15:37),non-cyberbullying
@angel_eyess24 go sit your ratchet ass down infront of the t.v and judge his life over a t.v show. He just graduated so hasnt done anything impressive. You obviously know him so well to say hes an amazing husband dumb bitch haha (created at:2013-03-10 05:,non-cyberbullying
@javim9 IGNORE them. You'd think they would know how to carry themselves,non-cyberbullying
Wow drama much? You're all fighting for freedom grow up this is ridic!! Glad us Canadians don't bicker about ranks or branches,non-cyberbullying
@reginasnider haha nice comback fat shit go change your profile picture again to try and look skinnier its definitely not working haha (created at:2013-03-10 05:21:39),cyberbullying
Nice pic! (created at:2013-03-10 05:22:04),non-cyberbullying
"Lmao! Yet the ""real soldiers"" are the ones using their time to argue on IG? Get a life. (created at:2013-03-10 05:23:46)",non-cyberbullying
@varepresenter I change that shit more than u probably change ur underwear lmao. U dont know me. And no one was talking to ur ugly ass in the first place u so keep ur opinion to urself u piece of crap. U a ugly mufukr ur pops definitely shoulda wore a rub,non-cyberbullying
See changed again. Lmao u crybabies (created at:2013-03-10 05:25:11),non-cyberbullying
@reginasnider haha your gonna go on my people ama b here but your fat shit self should fall back. If my pops shoulda worn a rubber your mom shouldve swallowed haha (created at:2013-03-10 05:27:00),non-cyberbullying
I think you you made a mistake when you put quotations around real soldiers. @gonzaleza90 another person who doesnt know wht the fuck your talkin about (created at:2013-03-10 05:27:58),non-cyberbullying
No one scared of you my dude. Just grow up and go do whatever you do (created at:2013-03-10 05:28:10),non-cyberbullying
@imake_it_hot (created at:2013-03-10 05:28:26),non-cyberbullying
@randonrains oh another nobody in the military trying to stand up for his fellow cherry. Oef 2011-2012 earned a cib what about you bro? Anything? Any overseas experience? I doubt it get off your boys dick trying to stand up for him. Little bitch boy (crea,non-cyberbullying
@randonrains your scared to have a real military job so shut the fuck up (created at:2013-03-10 05:29:36),non-cyberbullying
You don't even know why my job is lol. Legs see if my commander can contact yours and get you out of our military. Yeah? (created at:2013-03-10 05:31:52),non-cyberbullying
Lets* (created at:2013-03-10 05:31:59),non-cyberbullying
@randonrains your in the air force and your proud of it. What is there to be proud of? Faggy ass mother fucker your a punk bitch who thinks hes somthin....lmao (created at:2013-03-10 05:32:26),cyberbullying
Lmfao haters Air Force is a real job your just brained wash what the fuck you do my husband is a marine have mad respect for all service has some respect you don't like get the fuck off! (created at:2013-03-10 05:32:32),non-cyberbullying
@javim9 keep up the good work and dont let these ignorant fools who hide on social media get you all pissed off. They are not worth even responding to. Its nice to see you respond to your fans just respond to the ones that have positive things to say! @ka,non-cyberbullying
U know wat thank for serving. But no thanks for being fukinh jerks. Learn how to respect other peoples posts. N try not to be so fukn rude. No one did anything to u personally so chill..... the....fuk....out. im out (created at:2013-03-10 05:33:37),cyberbullying
@randonrains yess please. americans should be asshamed for people like him in the military (created at:2013-03-10 05:33:40),cyberbullying
We will see what happens? (created at:2013-03-10 05:34:26),non-cyberbullying
I do @jcruz75 thank you. (created at:2013-03-10 05:34:29),non-cyberbullying
I don't know much about the military but I know if you had some decency you wouldn't be on here wasting your time arguing over something so childish and so irrelevant to this picture AND with terrible grammar at that. (created at:2013-03-10 05:35:23),non-cyberbullying
Your welcome @javim9 and thank you for serving our country! (; (created at:2013-03-10 05:35:50),non-cyberbullying
Sorry @javim9 keep up the good work #thankyoutoalloursoldiers #thankyoutoallourtroops (created at:2013-03-10 05:39:59),non-cyberbullying
@javim9 javi,non-cyberbullying
I.dont get whats so wrong about this pic that people gotta talk crap.... seriously grow up people (created at:2013-03-10 05:46:36),non-cyberbullying
I would just like to say THANK YOU to you and all the great men and women you are training with everyday. Without you America wouldn't be able to do the things we do #muchlove __¥__¥___¥__¥_ (created at:2013-03-10 05:48:02),non-cyberbullying
@jboo_19 @imake_it_hot @appledumdums @mostchildish_jhalo_mm these people went from being salty to sorry. Fuckem bringin my whole team back (created at:2013-03-10 05:48:04),non-cyberbullying
Gracias por todo lo que hiciste por tu pais @javim9 (created at:2013-03-10 05:50:28),non-cyberbullying
@jboo_19 girl that fat bitch is just jealous of u let her keep hating she aint getting any skinnier! lmao (created at:2013-03-10 05:50:31),cyberbullying
And consider yourself pathetic pulling @kaillowry into the conversation. That's just pathetic you have no real stance so you start talking crap about another mans wife to get under his skin #sad (created at:2013-03-10 05:52:18),cyberbullying
I blocked all them so I can't see what they say idc. I'm gonna delete the picture. (created at:2013-03-10 05:53:45),non-cyberbullying
@ariianag ey @jboo_19 said thanks for the comment (created at:2013-03-10 05:54:03),non-cyberbullying
It worries me when someone who claims to be on the front line for our country can't even use proper grammar. #airforce @javim9 (created at:2013-03-10 05:56:11),non-cyberbullying
My dad was 101st Airborne Ranger during Vietnam and never ever would be belittle anyone else who joins the military,non-cyberbullying
@christinak3 amen (created at:2013-03-10 05:58:18),non-cyberbullying
@imake_it_hot I hope your wife gets raped by a crackhead. And I hope your legs gets blowed off you punk bitch! (created at:2013-03-10 05:58:47),cyberbullying
@bluerunner1234 your nobody with one pic. Good try but it was pointless (created at:2013-03-10 06:05:30),non-cyberbullying
@varepresenter good thing I was talking to you. ___¢__¥ (created at:2013-03-10 06:06:25),non-cyberbullying
@christinak3 exactly! (created at:2013-03-10 06:07:29),non-cyberbullying
I just can't believe what I'm reading! Some people just don't deserve to serve. You don't know who can save your ass in the fleet @imake_it_hot. Don't be disrespectful! @jboo_19,cyberbullying
Keep your head up @javim9 . No matter what anyone says,non-cyberbullying
Trust me they don't @villeska but thank you! (created at:2013-03-10 06:17:06),non-cyberbullying
@jboo_19 your a disgusting,cyberbullying
Well that escalated quickly lol. My husband is at tech school as well,non-cyberbullying
Mm nah u both gross (created at:2013-03-10 06:55:25),cyberbullying
@mirevargas same to you (created at:2013-03-10 06:57:48),cyberbullying
Javi,non-cyberbullying
@javim9 they shut up after I talked about telling the commander lol (created at:2013-03-10 07:33:53),non-cyberbullying
@javim9 no dejes q estos ignorantes da«¥±en tu dia,non-cyberbullying
"Sounds to me like some ""men"" and a certain ""woman"" needs to grow up. If you can't and don't respect other branches of the military",non-cyberbullying
Who cares if @javim9 is in the Air Force instead of the Army! You're all on the same damn team! Since when did the members of our military become ignorant assholes? Let Javi do what he wants to do,non-cyberbullying
@jboo_19 no offense but Air Force is just the same as the army. how about your husband try doing what my fianc«¥© does in the MARINES ,non-cyberbullying
@ashhlleeyy_x3 my husband is not a marine he's in the army and he's infantry my brother is army and he's artillery I hate that ppl seperate branches or what ppl do in the service everyone is important cooks,non-cyberbullying
Seriously people need to calm down!!! They all serve to protect and conserve freedom! It's the weekend - take a break from hating!!! SERIOUSLY. (created at:2013-03-10 09:40:49),non-cyberbullying
@ajs_mom16 I never said mine was better than yours !! so idk where you saw that but all I was saying was my boyfriend is a marine and I never hear him talking shit about another branch * (created at:2013-03-10 11:28:27),non-cyberbullying
@imake_it_hot @jboo_19 @mostchildish_jhalo_mm. always gonna be haters. time to act like mature adults. kind of shameful we have this immaturity fighting for our country! @javim9 keep doing you!!!!! (created at:2013-03-10 12:08:23),non-cyberbullying
@ashhlleeyy_x3 wow,non-cyberbullying
@jboo_19 hoe the fuck do you think they get those ranks? You fukin start from the bottom,cyberbullying
*how the (created at:2013-03-10 12:30:07),non-cyberbullying
@imake_it_hot like husband like wife,cyberbullying
@javim9 hope you're laughing at these haters...honestly what kind of soldier talks shit over the internet? that's some little girl shit. keep your head up. :) (created at:2013-03-10 12:48:34),non-cyberbullying
#veteran here,non-cyberbullying
@javim9 don't delete your pictures because some 'soliders' are bored with their life. For every hater you have you have 10 more fans there to have your back. As an American I appreciate your sacrifice as well as Kailyn sacrifice. God Bless :-) (created at,non-cyberbullying
@jboo_19 is that your stripper name?? And your husband is a ghetto POS that should not be serving our country! He has no respect. Tell him to go sit on the porch with his 40 oz and wait for you to get home from the strip club! You whore!!! (created at:201,cyberbullying
@javim9 Thank you so much for what your doing. Your a real man! (created at:2013-03-10 14:47:46),non-cyberbullying
@jboo_19 @imake_it_hot @mostchildish_jhalo_mm - you guys are absolutely pathetic! You're not people to be honor whatsoever talking down on people like that? That's beyond bullshit! Have some respect for people! Like @hashtagdestiny said you should be asha,cyberbullying
All this hate is ridiculous. If I ever see you @javim9 @andy_g2011 or @randonrains out ill buy y'all a drink bc after all this BS y'all deserve it haha (created at:2013-03-10 15:12:37),non-cyberbullying
Thank you @canadiangirl91 I did block them a long time ago. I can't see what they post. (created at:2013-03-10 15:20:52),non-cyberbullying
Good for you not letting them get to you! Sounds like some people need to get a real life. Thanks for all you do! Proud of you! (created at:2013-03-10 15:25:31),non-cyberbullying
@javim9 - you're very welcome :). That was pathetic I couldn't watch that. You have ever right to post on here whatever you want & people have no right to do that -.- I can't stand seeing that go on I had to say something. I'm not even American ( as the n,non-cyberbullying
@javim9 Sad to see the lack of respect some people have these days. Coming from a military family myself I appreciate the hard work you (created at:2013-03-10 16:01:04),non-cyberbullying
Do for our country. Thank you. Always stay strong and positive. God bless! (created at:2013-03-10 16:01:51),non-cyberbullying
@imake_it_hot and @varepresenter are just jealous they can't be like you @javim9 lol they are such badasses in the Army that they have to talk down to a fellow military service member. @javim9 don't pay no mind to the motor pool fools,non-cyberbullying
Just cause you put a picture of you relaxing on a saturday night you get all of ^^ that drama. Keep your head up at least your taking care of your family at the end of the day it only matters what they think of you. @javim9 (created at:2013-03-10 16:21:07),non-cyberbullying
@javim9 @andy_g2011 . Thank you for serving for our country! Those comments are so dumb and glad you are the bigger people and ignore it! How are y'all liking Wichita Falls? (created at:2013-03-10 16:22:39),non-cyberbullying
Joe should and would beat your ass. #soft (created at:2013-03-10 17:24:26),cyberbullying
"Does anyone else notice that the people that are acting like idiots have severely poor grammar skills. It's pretty sad when a bunch of morons are trying to be tough and they can't even spell simple words like ""girl"" or ""something."" Seriously",non-cyberbullying
And to the people that are being called fat or ugly,non-cyberbullying
"to the army ""boys"" that had a shit ton to say about the AF. and my roommate heard me flipping out last night in the phone ventin to a friend about this girls ignorance and everything an he told me ""that army kid is lucky he doesn't have time to get on here and say what he really wants to say"" (created at:2013-03-10 20:51:07)",non-cyberbullying
@zayramat (created at:2013-03-10 20:51:18),non-cyberbullying
let me know please if you get my main explanation comment. the very long one. it's saying it can't send but idk if it is so let me know if you for like a 15 page long convo (created at:2013-03-10 20:52:19),non-cyberbullying
@zayramat and I gave that kid I am hot 19 or whatever respect at first until he made his comments. so that's why I lost all respect for him. by him saying what he did about @javim9 when he doesn't even know him and javim has made a life choice to fight fo,non-cyberbullying
@imake_it_hot youre* i'll* you* than* you guys* @mostchildish_jhalo_mm what* youre* youre* nothing* something* we are* youre* wow ok guys...lets pick up a dictionary and stop being dumb asses. We're all in the military. I'm a female Airman and proud of it,non-cyberbullying
Get emmmm @to_to18 (created at:2013-03-11 02:43:41),non-cyberbullying
jboo_19 -Just reading all of these dumb ass comments on here and FYI your a dumb ass GHETTO ratchet ass dirty whore. I always go on people's insta grams and see these stupid ass fights about people they don't even know and I have never once commented on how dumb they all are,cyberbullying
@jboo_19 (created at:2013-03-15 11:33:23),non-cyberbullying
@jboo_19 and the fact that your telling ppl to go hang themselves! STRAIGHT WRONG! Shows what kind of your you really are! @javim9 DO YOUR THING and thank you for keeping your page open to the public even though so many immature people comment ugly things,non-cyberbullying
Ahh bet you're enjoying ATP.. I remember those times jeje @javim9 (created at:2013-03-15 19:40:56),non-cyberbullying
JAVI YAH GUT MOAH DRAMA ON HEAH THAN ME!!!! CHRIST ON A CRACKAH!!!! (created at:2013-03-23 00:05:18),cyberbullying
You at sheppard AFB? What's your job man? (created at:2013-04-11 03:27:50),non-cyberbullying
Ppl comment ugly things because they are jealous and feel bad about themselves. Nothing wrong with @javim9 he's so sweet and awesome (: (created at:2013-05-20 12:34:09),non-cyberbullying
U got the SHAKA DOWN!! (created at:2013-12-11 20:58:07),non-cyberbullying
Dang everybody goin ham on him lol ___¥ well I love all three of y'all @frost117 @rasheedadabosschick an k Michelle.... But y'all spreading more mess taggin her in it. My opinion! I'm out __ (created at:2013-03-14 14:34:44),non-cyberbullying
They both look pretty in this picture. (created at:2013-03-14 14:39:13),non-cyberbullying
I think @frost117 should have tho about it twice before placing this picture about ur wife and k... (created at:2013-03-14 14:40:42),non-cyberbullying
Who follows people to talk trash about them?! ___¢ If you don't like somebody stay the fuck off the page! Niggas gettin money FOH. Harlem all day! God bless you and the fam homie @frost117 (created at:2013-03-14 14:42:24),non-cyberbullying
@_felicia_renee lmao at the funeral tears. Handing u a box of tissues (created at:2013-03-14 14:42:24),cyberbullying
Wouldn't be a bad threesome @kmichellemusic looks like she got that good stuff a man or woman admire... (created at:2013-03-14 14:43:07),cyberbullying
I must b livin in a shoe cuz I dnt know who none of these ppl are. But they in my TL....Which one like Box??? Cuz both of em can get it!! (created at:2013-03-14 14:43:12),non-cyberbullying
U sound really gay (created at:2013-03-14 14:44:17),non-cyberbullying
Thanks @borisbabymama lol (created at:2013-03-14 14:44:32),non-cyberbullying
YALL BE SOO MAD LEAVING POINTLESS ASS COMMENTS.. STFU Y'ALL DEFENDING HER LIKE SHE KNOW YALL.. HE CAN POST WAT HE WANT.. FUCK IT HIS IG DONT LIKE IT KEEP SCROLLING!!! (created at:2013-03-14 14:45:51),cyberbullying
That is too stupid (created at:2013-03-14 14:46:30),non-cyberbullying
This is not a good way to start your morning (created at:2013-03-14 14:46:42),non-cyberbullying
@_doigafno omg ___¢___¢ (created at:2013-03-14 14:51:06),non-cyberbullying
@boss_status25 LOL. Couldn't have said it better!... & I see a lot of people on here who are defending Kirk contradicting them damn selves (created at:2013-03-14 14:52:02),non-cyberbullying
@jesuisthatchick ikr!!!!!!!!!!!!!!!!! (created at:2013-03-14 14:55:58),non-cyberbullying
Mannnnnn,cyberbullying
OH MY..Twitter beef'n too ...and it has gotten ugly in a matter of mins...come on ya'll.. (created at:2013-03-14 15:12:40),cyberbullying
Awwww they made up!!! __¥__¥__¥ (created at:2013-03-14 15:13:36),non-cyberbullying
Childish (created at:2013-03-14 15:18:20),non-cyberbullying
Foh doubt it k dont want her boney ass (created at:2013-03-14 15:26:43),cyberbullying
Looks good...pictures tell stories and they r so in each others space and the face expressions..sexy (created at:2013-03-14 15:34:24),non-cyberbullying
__¥_____¥____¢ (created at:2013-03-14 15:37:20),non-cyberbullying
This pic is mad old and very catty of Kirk to post but to each it's own,cyberbullying
@team_kami word (created at:2013-03-14 15:40:56),non-cyberbullying
@freak0naleash just had to put it out there so ppl can realize that this shit is nuts n even tho they don't know me from a can of paint u still rep for what's right n whats in yo heart! (created at:2013-03-14 15:45:32),non-cyberbullying
Oh (created at:2013-03-14 15:45:55),non-cyberbullying
Look at @balleralert tho ___¥©_______¢ I _¥_ u!! I'm in here cryingggggggg (created at:2013-03-14 15:50:31),non-cyberbullying
I guess he's just trying to stay relevant guys,non-cyberbullying
@dboyrocka lmaoooo ____________ (created at:2013-03-14 15:52:38),non-cyberbullying
Messy (created at:2013-03-14 15:53:37),non-cyberbullying
Lol (created at:2013-03-14 15:55:53),non-cyberbullying
Smh what grown man does this (created at:2013-03-14 16:00:45),non-cyberbullying
@slimderlla tagged u lol. (created at:2013-03-14 16:03:59),non-cyberbullying
I am cracking up at these comments..... To funny (created at:2013-03-14 16:04:57),non-cyberbullying
Look like she get more action from your wife than u do ___¢___¢___¢ (created at:2013-03-14 16:15:03),cyberbullying
@frost117 WOW You Played Wit My Gal @kmichellemusic (created at:2013-03-14 16:15:30),cyberbullying
@bribri00 brought me here!! (created at:2013-03-14 16:40:33),non-cyberbullying
My entertainment while at work @cherries_song (created at:2013-03-14 16:47:19),non-cyberbullying
Lol. Kml (created at:2013-03-14 17:02:40),non-cyberbullying
im glad @rasheedadabosschick didnt turn her way,cyberbullying
Lmao kmichelle yep probably so. (created at:2013-03-14 17:36:29),non-cyberbullying
(__¥_o__¥_) Messy @frost117 (created at:2013-03-14 17:53:15),non-cyberbullying
Wow that was a high school move (created at:2013-03-14 18:04:17),non-cyberbullying
Lmaoooo...you wanted that friction,non-cyberbullying
